comment,likes,replies,engagement,label,length,clean_comment,label_id
"what exactly caused the signal failure could a collision with a taxi trigger an error in the signaling system this needs to be further evaluated if the collision did not affect the signal then it is important to identify what caused the system to suddenly malfunction
pt kai should conduct a thorough review of its entire signaling system in addition local governments together with pt kai must take firm action by eliminating level crossings as they are one of the main causes of accidents the construction of underpasses or flyovers at these crossings should be accelerated and all illegal crossings must be closed immediately",4,0,4,netral,628,what exactly caused the signal failure could a collision with a taxi trigger an error in the signaling system this needs to be further evaluated if the collision did not affect the signal then it is important to identify what caused the system to suddenly malfunction pt kai should conduct a thorough review of its entire signaling system in addition local governments together with pt kai must take firm action by eliminating level crossings as they are one of the main causes of accidents the construction of underpasses or flyovers at these crossings should be accelerated and all illegal crossings must be closed immediately,1
udh gua yg salah,4,0,4,netral,16,udh gua yg salah,1
makanya kalian yg sabar pls klo udh tau ada peringatan kereta mau lewat ya stop dulu lagian lewat cmn berapa menit sih daripada ngerugiin banyak pihak,7,0,7,positif,150,makanya kalian yg sabar pls klo udh tau ada peringatan kereta mau lewat ya stop dulu lagian lewat cmn berapa menit sih daripada ngerugiin banyak pihak,2
sebelum keluar berita resmi baiknya jangan langsung state sesuatu min signal error dan human error dua hal yg berbeda loh,9,0,9,positif,121,sebelum keluar berita resmi baiknya jangan langsung state sesuatu min signal error dan human error dua hal yg berbeda loh,2
yang salah disini ada dua pertama kai yang miskomunikasi kedua domino effect dari si taxi yang berhenti,8,0,8,netral,103,yang salah disini ada dua pertama kai yang miskomunikasi kedua domino effect dari si taxi yang berhenti,1
kenapa gak di buatin jalur kek lrt palembang aja ,3,0,3,negatif,49,kenapa gak di buatin jalur kek lrt palembang aja,0
berarti ada  kereta yaa,8,6,14,netral,23,berarti ada kereta yaa,1
yang beneran dong komentar nya,3,0,3,netral,30,yang beneran dong komentar nya,1
sinyal eror karna sistem mendeteksi ada nya masalah pada rel akibat taksi berhenti di tengah rel,3,0,3,negatif,96,sinyal eror karna sistem mendeteksi ada nya masalah pada rel akibat taksi berhenti di tengah rel,0
malah cosplay bintaro ,3,0,3,negatif,22,malah cosplay bintaro,0
pls lah guys sabar sedikit kereta ga lama ini jalan nya,10,0,10,positif,55,pls lah guys sabar sedikit kereta ga lama ini jalan nya,2
english comment please ,3,0,3,netral,23,english comment please,1
apakah mogoknya electric taxi bisa menyebabkan lampu sinyal kereta error ini kan maksud pertanyaan kalian ,4,0,4,netral,106,apakah mogoknya electric taxi bisa menyebabkan lampu sinyal kereta error ini kan maksud pertanyaan kalian,1
"gamungkin eror sih kata gua mah ini ada  kemungkinan
 telat memberi signal ke ka bromo anggrek untuk berhenti
 kalo misal nya eror kenapa saat yg krl sudah dinyatakan berhenti di stasiun kenapa gak dari sebelum nya memberikan informasi ke ka bromo anggrek minimal untuk mengurangi kecepatan karna didepan masi ada krl kan gitu bisa",11,4,15,netral,331,gamungkin eror sih kata gua mah ini ada kemungkinan telat memberi signal ke ka bromo anggrek untuk berhenti kalo misal nya eror kenapa saat yg krl sudah dinyatakan berhenti di stasiun kenapa gak dari sebelum nya memberikan informasi ke ka bromo anggrek minimal untuk mengurangi kecepatan karna didepan masi ada krl kan gitu bisa,1
yaa alloh mau komen apa ga kuat ,3,0,3,netral,32,yaa alloh mau komen apa ga kuat,1
ada cctv gak ya di ruangan petugas yang megang signal error itu,7,0,7,netral,63,ada cctv gak ya di ruangan petugas yang megang signal error itu,1
oo jdi itu ada tiga kereta ya,1,1,2,netral,29,oo jdi itu ada tiga kereta ya,1
tak terkatakanturut berdukacita buat korban,4,0,4,positif,43,tak terkatakanturut berdukacita buat korban,2
kalo berenti gitu gak bisa turun ya penumpang nya sambil nunggu evakuasi misalnya,4,0,4,netral,81,kalo berenti gitu gak bisa turun ya penumpang nya sambil nunggu evakuasi misalnya,1
"siapa yg salah ya si sdm rendah
modal klarifikasi kelar tu masalah",4,0,4,negatif,66,siapa yg salah ya si sdm rendah modal klarifikasi kelar tu masalah,0
kalo begini salah siapa  salah sinyal nya  atau masinisnya  atau pemberi sinyal ,1,1,2,netral,80,kalo begini salah siapa salah sinyal nya atau masinisnya atau pemberi sinyal,1
"emang lebih pahan kalau ada ilustrasinya gini aku agak lemot soalnya
kirain  kereta ternyata ada  kereta",2,0,2,positif,104,emang lebih pahan kalau ada ilustrasinya gini aku agak lemot soalnya kirain kereta ternyata ada kereta,2
itu  kereta apa  kereta sih ya  maaf gak paham ,5,9,14,netral,47,itu kereta apa kereta sih ya maaf gak paham,1
itu kereta masuk ke kereta lainmasinisnya gmn,25,5,30,netral,45,itu kereta masuk ke kereta lainmasinisnya gmn,1
berarti  kereta ya,7,4,11,negatif,18,berarti kereta ya,0
jd ada  kereta di jalur yg sama ya,16,4,20,netral,34,jd ada kereta di jalur yg sama ya,1
selang kejadian awal dengan agro bromo melintas jeda waktu berapa menitjam,1,1,2,netral,74,selang kejadian awal dengan agro bromo melintas jeda waktu berapa menitjam,1
"yang seharusnya menjadi fokus utama adalah bagaimana bisa terjadi error sistem pada operasional kereta khususnya pada kereta api argo bromo anggrek perlu ada penjelasan transparan mengenai mekanisme kegagalan sistem apakah disebabkan oleh human error gangguan teknis atau lemahnya prosedur pengamanan
solusi seperti pemindahan posisi gerbong memang bisa menjadi langkah sementara namun tidak menyelesaikan inti masalah evaluasi menyeluruh terhadap sistem operasional dan standar keamanan jauh lebih penting agar kejadian serupa tidak terulang kembali",7,0,7,netral,550,yang seharusnya menjadi fokus utama adalah bagaimana bisa terjadi error sistem pada operasional kereta khususnya pada kereta api argo bromo anggrek perlu ada penjelasan transparan mengenai mekanisme kegagalan sistem apakah disebabkan oleh human error gangguan teknis atau lemahnya prosedur pengamanan solusi seperti pemindahan posisi gerbong memang bisa menjadi langkah sementara namun tidak menyelesaikan inti masalah evaluasi menyeluruh terhadap sistem operasional dan standar keamanan jauh lebih penting agar kejadian serupa tidak terulang kembali,1
merinding ya allah ,2,0,2,positif,19,merinding ya allah,2
bener mimpi buruk bgt sumpah jadi takut naik kereta,3,0,3,negatif,51,bener mimpi buruk bgt sumpah jadi takut naik kereta,0
why the taxi stop,2,0,2,negatif,17,why the taxi stop,0
 byzoe skincareargo bromo ini kereta malam cepat dan cuma berhenti di stasiun besar aja menit udah sampai bekasi lo cepet bgt kalau misalkanpun ga eror ga sampe  menit suruh rem kayaknya susah juga,2,0,2,netral,197,byzoe skincareargo bromo ini kereta malam cepat dan cuma berhenti di stasiun besar aja menit udah sampai bekasi lo cepet bgt kalau misalkanpun ga eror ga sampe menit suruh rem kayaknya susah juga,1
taxi yg salah,2,0,2,negatif,13,taxi yg salah,0
gua ga setuju kalau yang disalahkan si taksi ijo saja dia ada salahnya tapi kalo sistem signaling error dan berulang itu lebih membahayakan daripada si taksi ijo itu disini kai jelas kesalahannya lebih besar,3,0,3,negatif,207,gua ga setuju kalau yang disalahkan si taksi ijo saja dia ada salahnya tapi kalo sistem signaling error dan berulang itu lebih membahayakan daripada si taksi ijo itu disini kai jelas kesalahannya lebih besar,0
pihak krl harus memberikan kompensasi atau santunan kepada keluarga korban,2,0,2,netral,74,pihak krl harus memberikan kompensasi atau santunan kepada keluarga korban,1
oh jadi ada tiga kereta ya allah,2,0,2,netral,32,oh jadi ada tiga kereta ya allah,1
kesalahan warga sdm rendah yg disalahin presiden minta inilah minta itulah,2,0,2,negatif,74,kesalahan warga sdm rendah yg disalahin presiden minta inilah minta itulah,0
kenapa sih harus salahin ini itu intinya ini udah jalannya seperti ini kita doain ajah buat korban di berikan kesehatan buat yang md keluarganya di beri ketabahan,4,1,5,positif,162,kenapa sih harus salahin ini itu intinya ini udah jalannya seperti ini kita doain ajah buat korban di berikan kesehatan buat yang md keluarganya di beri ketabahan,2
ini jelasssaku nyari info gaada yg bikin mudeng,4,0,4,netral,47,ini jelasssaku nyari info gaada yg bikin mudeng,1
greensm indonesia harus bertanggung jawab,201,54,255,negatif,41,greensm indonesia harus bertanggung jawab,0
bnyk bgt yg bela taksi jgn jgn suka nerobos palang kereta jg ga heran iq indo stuck di  ,0,0,0,negatif,88,bnyk bgt yg bela taksi jgn jgn suka nerobos palang kereta jg ga heran iq indo stuck di,0
intinya sinyal yang salah,4,0,4,negatif,25,intinya sinyal yang salah,0
im following everyone,1,0,1,positif,21,im following everyone,2
itu yang berhenti di stasiun kenapa,2,0,2,netral,35,itu yang berhenti di stasiun kenapa,1
signal error ya allah ,5,0,5,negatif,22,signal error ya allah,0
terus kereta api yang dari cikarang menuju jakarta itu selamat atau tidak,1,0,1,netral,73,terus kereta api yang dari cikarang menuju jakarta itu selamat atau tidak,1
semoga allah selalu melindungi kita darii marabahaya jangan lupa baca doa kepada allah,1,0,1,positif,86,semoga allah selalu melindungi kita darii marabahaya jangan lupa baca doa kepada allah,2
oalah ngono ceritane ki,1,0,1,positif,23,oalah ngono ceritane ki,2
pake headset coba kerasa bgt jir,6,0,6,netral,32,pake headset coba kerasa bgt jir,1
owhh dua krl yg berbeda ternyata,1,0,1,netral,32,owhh dua krl yg berbeda ternyata,1
sorry klo oot sopir taxi nya kena tuntut gak,1,0,1,netral,44,sorry klo oot sopir taxi nya kena tuntut gak,1
gimana kabar driver taxi dan perusahaan taxi nya gaes,1,0,1,negatif,53,gimana kabar driver taxi dan perusahaan taxi nya gaes,0
smua qodarulloh tp kai harus bebenah pernyebarangan utk mobil harus dibuat underpass atau ply over dan buat jalur rel baru untuk kereta luar kota,2,0,2,positif,145,smua qodarulloh tp kai harus bebenah pernyebarangan utk mobil harus dibuat underpass atau ply over dan buat jalur rel baru untuk kereta luar kota,2
hrs nya yg motor mbil di buat jln atas aja  spy aman biar kreta ada dikolong jln atas aman kryanaman jln trus mobil juga jln layang atas,1,0,1,positif,136,hrs nya yg motor mbil di buat jln atas aja spy aman biar kreta ada dikolong jln atas aman kryanaman jln trus mobil juga jln layang atas,2
akibat tidak sabaran taxi sabar  menit bisa mengubah segalanya,1,0,1,negatif,62,akibat tidak sabaran taxi sabar menit bisa mengubah segalanya,0
kai juga salah sih menurut gw signal eror bayangin signal eror ga mungkin jur,5,0,5,negatif,77,kai juga salah sih menurut gw signal eror bayangin signal eror ga mungkin jur,0
intinya kereta ambulans sama damkar tu kendaraan prioritas,6,0,6,positif,58,intinya kereta ambulans sama damkar tu kendaraan prioritas,2
makanya jgn serba pake yg otomatis coba klo pke manusia sistem eror nya bakalan berkurang kadang ada plus minusnya zaman serba canggih itu ,0,0,0,negatif,139,makanya jgn serba pake yg otomatis coba klo pke manusia sistem eror nya bakalan berkurang kadang ada plus minusnya zaman serba canggih itu,0
gd yg mau sadar klo salah udh gua yang salah udhlah,0,0,0,netral,51,gd yg mau sadar klo salah udh gua yang salah udhlah,1
tabok bareng itu sopir taxi,0,0,0,negatif,27,tabok bareng itu sopir taxi,0
ni komen kenapa kasar kasar,0,0,0,positif,27,ni komen kenapa kasar kasar,2
lah tumben ga gempa ,0,0,0,netral,20,lah tumben ga gempa,1
udh salahin aku aja aku di medan,0,0,0,netral,32,udh salahin aku aja aku di medan,1
aku belum pernah naik kereta api kalo kereta nya tibatiba macet kayak gitu gabisa keluar ga ada pintu di gerbong nya,0,0,0,netral,116,aku belum pernah naik kereta api kalo kereta nya tibatiba macet kayak gitu gabisa keluar ga ada pintu di gerbong nya,1
org org yg nga sbrn model gitu langsung di gebukin sampe memle,0,0,0,negatif,62,org org yg nga sbrn model gitu langsung di gebukin sampe memle,0
kasian bapa yg bawa taksi si gw mah takut banget dia kepikiran,0,0,0,positif,62,kasian bapa yg bawa taksi si gw mah takut banget dia kepikiran,2
udah yang salah gw aja,1,0,1,netral,22,udah yang salah gw aja,1
itu kondisi masinis nya gimana yaao,0,0,0,positif,35,itu kondisi masinis nya gimana yaao,2
intinya saya tidak membela supir taxi karna dia menerobos jadi ketabrak kereta tapi ada pertanyaan besar dari pihak kai juga masa sekelas bumn sistem bisa eror jadi sebenarnya ada banyak pertanyaan dari situ juga karna saya rasa pasti selalu ada servis berkala pengecekan berkala apalagi sekelas bumn dan transportasi yg membawa banyak nyawa pasti semua sudah di perhitungkan untuk mengurangi resiko yang lebih besar tapi liat sendiri kok bisa sistem eror bahkan banyak kasus viral baut reel terlepas pengunci antar penyambung kereta ada yang lepas apalagi soal sistem jadi harus di selidiki semua biar ada titik tengah dari insiden ini agar kedepannya bisa lebih mengantisipasi resiko yg lebih besar,3,0,3,netral,700,intinya saya tidak membela supir taxi karna dia menerobos jadi ketabrak kereta tapi ada pertanyaan besar dari pihak kai juga masa sekelas bumn sistem bisa eror jadi sebenarnya ada banyak pertanyaan dari situ juga karna saya rasa pasti selalu ada servis berkala pengecekan berkala apalagi sekelas bumn dan transportasi yg membawa banyak nyawa pasti semua sudah di perhitungkan untuk mengurangi resiko yang lebih besar tapi liat sendiri kok bisa sistem eror bahkan banyak kasus viral baut reel terlepas pengunci antar penyambung kereta ada yang lepas apalagi soal sistem jadi harus di selidiki semua biar ada titik tengah dari insiden ini agar kedepannya bisa lebih mengantisipasi resiko yg lebih besar,1
coba lebih sabar lagi,3,0,3,positif,21,coba lebih sabar lagi,2
mau tanya  itu kan kereta yg datang kedua  berhenti  nah pada saat kereta kedua itu berhenti  penumpang didalam nya  kalo mau turun dulu  bisa turun ngga ya soalnya untuk pelajaran  kalo misalnya sewaktu waktu pas lagi naik kereta  trs tiba keretanya berhenti  mending turun dulu aja,3,0,3,netral,283,mau tanya itu kan kereta yg datang kedua berhenti nah pada saat kereta kedua itu berhenti penumpang didalam nya kalo mau turun dulu bisa turun ngga ya soalnya untuk pelajaran kalo misalnya sewaktu waktu pas lagi naik kereta trs tiba keretanya berhenti mending turun dulu aja,1
intinyasemua sdh takdir dari allah,3,1,4,positif,34,intinyasemua sdh takdir dari allah,2
barusan di blitar juga ada kecelakaan kereta gegara  truck orang orang knp sih pada gak sabaran,3,0,3,negatif,95,barusan di blitar juga ada kecelakaan kereta gegara truck orang orang knp sih pada gak sabaran,0
kalau dilihat dari alurnya memang pihak taksi juga ada salah tapi secara garis besar tanggung jawab utama tetap di kai mereka terkesan terlalu gampang bilang penyebabnya cuma karena sinyal error padahal sekelas kai harusnya sudah punya evaluasi dan langkah pencegahan yang jelas biar kejadian kayak gini nggak terulang ini bukan kejadian pertama di dunia penerbangan yang jauh lebih kompleks aja sistem komunikasinya bisa dijaga dengan baik dan error bisa diminimalkan harusnya itu bisa jadi acuan buat ningkatin standar keselamatan,3,0,3,netral,532,kalau dilihat dari alurnya memang pihak taksi juga ada salah tapi secara garis besar tanggung jawab utama tetap di kai mereka terkesan terlalu gampang bilang penyebabnya cuma karena sinyal error padahal sekelas kai harusnya sudah punya evaluasi dan langkah pencegahan yang jelas biar kejadian kayak gini nggak terulang ini bukan kejadian pertama di dunia penerbangan yang jauh lebih kompleks aja sistem komunikasinya bisa dijaga dengan baik dan error bisa diminimalkan harusnya itu bisa jadi acuan buat ningkatin standar keselamatan,1
kayaknya maupun dikasi signal dalam jangka waktu singkat gitu kyknya gabakal ke rem juga deh klo dibanding sm kecepatannya weh,3,0,3,netral,126,kayaknya maupun dikasi signal dalam jangka waktu singkat gitu kyknya gabakal ke rem juga deh klo dibanding sm kecepatannya weh,1
ini kondisi masinisnya gimana ya ,3,0,3,positif,33,ini kondisi masinisnya gimana ya,2
maaf saya ga ngerti tentang jalur jalur kereta  mau nanya  kan kereta pertama yang nabrak taxi punya jalur nya sendiribeda arah juga dengan kereta  kenapa kereta yang kedua itu harus berhenti dulu emang gabisa terus maju papasan kaya di jalan raya punya arus jalan dan jalur nya masing masing,3,2,5,netral,292,maaf saya ga ngerti tentang jalur jalur kereta mau nanya kan kereta pertama yang nabrak taxi punya jalur nya sendiribeda arah juga dengan kereta kenapa kereta yang kedua itu harus berhenti dulu emang gabisa terus maju papasan kaya di jalan raya punya arus jalan dan jalur nya masing masing,1
